Date_Start_Date,Project_Cost,Project_Size
8/31/2018,1,1
8/31/2018,1,1
9/3/2018,1,1
9/3/2018,1,1
9/3/2018,1,1
9/3/2018,1,1
9/3/2018,1,1
9/4/2018,1,1
9/4/2018,1,1
9/5/2018,1,1
9/5/2018,1,1
9/5/2018,1,1
9/5/2018,1,1
9/5/2018,1,1
9/5/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/7/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/11/2018,1,1
9/12/2018,1,1
9/12/2018,1,1
9/12/2018,1,1
9/12/2018,1,1
9/12/2018,1,1
9/13/2018,1000000,30000
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/13/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/14/2018,1,1
9/18/2018,1,1
9/18/2018,1,1
9/18/2018,1,1
9/18/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/20/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/24/2018,1,1
9/25/2018,1,1
9/25/2018,1,1
9/25/2018,1,1
9/25/2018,1,1
9/25/2018,1,1
9/25/2018,1,1
9/25/2018,1,1
9/26/2018,1,1
9/26/2018,1,1
9/26/2018,1,1
9/26/2018,1,1
9/26/2018,1,1
9/26/2018,1,1
9/26/2018,1,1
9/26/2018,1,1
9/27/2018,1,1
9/27/2018,1,1
9/27/2018,1,1
9/27/2018,1,1
9/27/2018,1,1
9/27/2018,1,1
9/27/2018,1,1
9/27/2018,1,1
9/28/2018,1,1
9/28/2018,1,180000
9/28/2018,1,180000
9/28/2018,1,180000
9/28/2018,1,180000
9/28/2018,1,1
9/28/2018,1,1
9/28/2018,1,1
9/28/2018,1,1
9/28/2018,1,1
9/28/2018,1,1
9/28/2018,1,1
9/28/2018,1,1
9/28/2018,1,1
10/2/2018,1,1
10/2/2018,1,1
10/2/2018,1,1
10/2/2018,1,1
10/2/2018,1,1
10/2/2018,1,1
10/2/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/3/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,180000,4760
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/4/2018,1,1
10/5/2018,1,1
10/5/2018,1,1
10/5/2018,1,1
10/5/2018,1000000,10000
10/6/2018,1,1
10/6/2018,1,1
10/6/2018,1,1
10/6/2018,1,1
10/8/2018,60,8
10/8/2018,60,8
10/8/2018,60,8
10/8/2018,1,1
10/8/2018,1,1
10/8/2018,1,1
10/8/2018,1,1
10/9/2018,1000000,5000
10/9/2018,1000000,5000
10/9/2018,1000000,5000
10/9/2018,1,1
10/9/2018,1,1
10/9/2018,1,1
10/9/2018,1,1
10/10/2018,1,1
10/11/2018,6000000,13248
10/11/2018,6000000,13248
10/11/2018,6000000,13248
10/11/2018,1,1
10/11/2018,1,1
10/11/2018,1,1
10/11/2018,1,1
10/11/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/12/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/15/2018,1,1
10/16/2018,1,1
10/16/2018,1,1
10/16/2018,1,10000
10/16/2018,1,10000
10/16/2018,2000000,19500
10/16/2018,2000000,19500
10/16/2018,2000000,19500
10/16/2018,2000000,19500
10/16/2018,2000000,19500
10/16/2018,2000000,19500
10/16/2018,2000000,19500
10/16/2018,2000000,19500
10/16/2018,1,1
10/16/2018,1,1
10/16/2018,1,1
10/16/2018,1,1
10/16/2018,1,1
10/16/2018,1,1
10/17/2018,1,1
10/17/2018,1,1
10/17/2018,1,1
10/17/2018,1,1
10/17/2018,1,1
10/17/2018,150000,982
10/17/2018,150000,982
10/17/2018,150000,982
10/17/2018,1000,1000
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/18/2018,10,10
10/19/2018,1,1
10/22/2018,1,1
10/22/2018,1,1
10/22/2018,1,1
10/22/2018,1,1
10/22/2018,1,1
10/22/2018,1,1
10/22/2018,1,1
10/22/2018,1,1
10/22/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/23/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/24/2018,1,1
10/25/2018,1,1
10/25/2018,1,1
10/25/2018,1,1
10/25/2018,1,1
10/25/2018,1,1
10/27/2018,1,1
10/27/2018,1,1
10/29/2018,1,1
10/29/2018,1,1
10/29/2018,1,1
10/29/2018,1,1
10/29/2018,1,1
10/29/2018,1,1
10/30/2018,10,10
10/30/2018,1,1
10/30/2018,1,1
10/30/2018,1,1
10/30/2018,1,1
10/30/2018,1,1
10/30/2018,1,1
10/30/2018,1,1
10/30/2018,1,1
10/30/2018,1000000,5000
10/30/2018,1000000,5000
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
10/31/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/1/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/5/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/7/2018,1,1
11/8/2018,1,1
11/8/2018,1,1
11/8/2018,1,1
11/8/2018,1,1
11/8/2018,1,1
11/8/2018,1,1
11/8/2018,1,1
11/8/2018,1,1
11/8/2018,1,1
11/9/2018,1,1
11/9/2018,1,1
11/9/2018,1,1
11/9/2018,1,1
11/12/2018,1000000,5000
11/12/2018,1000000,5000
11/12/2018,1000000,5000
11/12/2018,1000000,5000
11/12/2018,1000000,5000
11/12/2018,1000000,5000
11/12/2018,1000000,5000
11/12/2018,1000000,5000
11/12/2018,1,1
11/12/2018,1,1
11/12/2018,1,1
11/12/2018,1,1
11/12/2018,1,1
11/12/2018,1,1
11/12/2018,1,1
11/12/2018,1,1
11/13/2018,1,1
11/13/2018,1,1
11/13/2018,1,1
11/13/2018,1,1
11/13/2018,1,1
11/13/2018,1,1
11/13/2018,1,1
11/13/2018,1,1
11/13/2018,1,1
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1000000,5000
11/13/2018,1,1
11/13/2018,1,1
11/14/2018,1,1
11/14/2018,1,1
11/14/2018,1,1
11/14/2018,1,1
11/14/2018,1,100000
11/14/2018,1,100000
11/14/2018,1,100000
11/14/2018,1,100000
11/14/2018,1,100000
11/14/2018,1,100000
11/14/2018,1,100000
11/14/2018,1,100000
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/15/2018,1,1
11/16/2018,1,5200
11/16/2018,1,1
11/16/2018,1,1
11/16/2018,1,1
11/16/2018,1,1
11/16/2018,1,1
11/16/2018,1,1
11/16/2018,1,1
11/16/2018,1,1
11/16/2018,1,1
11/19/2018,1,1
11/19/2018,1,1
11/19/2018,1,1
11/19/2018,1,1
11/19/2018,1,1
11/19/2018,12000000,55000
11/19/2018,1,1
11/19/2018,1,1
11/19/2018,1,1
11/19/2018,1,1
11/20/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/26/2018,1,1
11/27/2018,1,1
11/27/2018,1,1
11/27/2018,1,1
11/27/2018,1,1
11/27/2018,1,1
11/28/2018,300000000,500000
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/28/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/29/2018,1,1
11/30/2018,1,1
11/30/2018,1,1
11/30/2018,1,1
11/30/2018,1,1
11/30/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/3/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/4/2018,1,1
12/5/2018,5000000,34000
12/5/2018,5000000,34000
12/5/2018,1,1
12/5/2018,1,1
12/5/2018,1,1
12/5/2018,1,1
12/5/2018,1,1
12/5/2018,1,1
12/5/2018,1,1
12/5/2018,1,1
12/5/2018,1,1
12/5/2018,1,111
12/6/2018,1,1
12/6/2018,1,1
12/6/2018,1,1
12/6/2018,1,1
12/6/2018,1,1
12/6/2018,1,1
12/6/2018,1,1
12/6/2018,1,1
12/6/2018,1,1
12/6/2018,1,1
12/7/2018,1,1
12/7/2018,1,1
12/10/2018,1,1
12/10/2018,1,1
12/10/2018,1,1
12/10/2018,1,1
12/10/2018,1,1
12/10/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,250000,400
12/11/2018,250000,400
12/11/2018,250000,400
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/11/2018,1,1
12/12/2018,1,1
12/12/2018,1,1
12/12/2018,1,1
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,44,44
12/13/2018,1,1
12/13/2018,1,1
12/13/2018,1,1
12/14/2018,1000000,5000
12/14/2018,1000000,5000
12/14/2018,1,1
12/14/2018,1,1
12/16/2018,1,1
12/16/2018,1,1
12/16/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,20000,10000
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/17/2018,1,1
12/18/2018,1,1
12/18/2018,1,1
12/18/2018,1,1
12/18/2018,1,1
12/18/2018,1,1
12/18/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,1,1
12/19/2018,11111111,50000
12/19/2018,11111111,50000
12/19/2018,11111111,50000
12/19/2018,80000000,500000
12/19/2018,80000000,500000
12/19/2018,80000000,500000
12/19/2018,80000000,500000
12/19/2018,80000000,500000
12/19/2018,80000000,500000
12/19/2018,80000000,500000
12/19/2018,80000000,500000
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/20/2018,1,1
12/21/2018,1,1
12/21/2018,1,1
12/24/2018,1,1
12/24/2018,1,1
12/24/2018,1,1
12/26/2018,1,1
12/27/2018,1,1
12/27/2018,1,1
12/27/2018,1,1
12/28/2018,9000000,64000
12/28/2018,9000000,64000
12/28/2018,9000000,64000
12/28/2018,1,1
12/28/2018,1,1
12/28/2018,1,1
1/2/2019,1,1
1/2/2019,1,1
1/2/2019,1,1
1/2/2019,1,1
1/2/2019,1,1
1/2/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/4/2019,1,1
1/7/2019,1,1
1/7/2019,1,1
1/7/2019,1,1
1/7/2019,1,1
1/7/2019,1,1
1/7/2019,1,1
1/7/2019,1,1
1/7/2019,1000000,5000
1/7/2019,1000000,5000
1/7/2019,1000000,5000
1/7/2019,1000000,5000
1/7/2019,1000000,5000
1/8/2019,1,1
1/8/2019,1,1
1/8/2019,1,1
1/8/2019,1,1
1/8/2019,1,1
1/8/2019,1,1
1/8/2019,1,1
1/8/2019,1,1
1/9/2019,1,1
1/9/2019,1,1
1/9/2019,1,1
1/9/2019,1,1
1/9/2019,1,1
1/9/2019,1,1
1/9/2019,1,1
1/9/2019,1,1
1/9/2019,1,1
1/10/2019,1,1
1/10/2019,1,1
1/10/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/11/2019,1,1
1/12/2019,1,1
1/12/2019,1,1
1/12/2019,1,1
1/12/2019,1,1
1/12/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/14/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/15/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/16/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/17/2019,1,1
1/18/2019,24000000,120000
1/20/2019,1,1
1/20/2019,1,1
1/20/2019,1,1
1/20/2019,1,1
1/20/2019,1,1
1/20/2019,1,1
1/20/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/22/2019,1,1
1/23/2019,1,1
1/23/2019,1,1
1/23/2019,1,1
1/23/2019,1,1
1/23/2019,1,1
1/23/2019,1,1
1/23/2019,1,1
1/23/2019,1,1
1/24/2019,1,1
1/24/2019,1,1
1/24/2019,1,1
1/24/2019,1,1
1/24/2019,1,1
1/24/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/25/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/28/2019,1,1
1/29/2019,10,10
1/29/2019,10,10
1/29/2019,10,10
1/29/2019,10,10
1/29/2019,10,10
1/29/2019,10,10
1/29/2019,10,10
1/29/2019,10,10
1/29/2019,10,10
1/29/2019,1,1
1/29/2019,1,1
1/29/2019,1,1
1/29/2019,4500000,18000
1/29/2019,4500000,18000
1/29/2019,1,1
1/29/2019,1,1
1/29/2019,1,1
1/29/2019,1,1
1/29/2019,1,1
1/29/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/30/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
1/31/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/4/2019,1,1
2/5/2019,1,1
2/5/2019,1,1
2/5/2019,1,1
2/5/2019,1,1
2/5/2019,1,1
2/5/2019,1,1
2/5/2019,10000000,100000
2/5/2019,1,1
2/5/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1000000,5000
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/6/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/7/2019,1,1
2/8/2019,45000000,1044
2/8/2019,45000000,1044
2/8/2019,45000000,1044
2/8/2019,1,1
2/8/2019,1,1
2/11/2019,1,1
2/11/2019,1,1
2/11/2019,1,1
2/11/2019,1,1
2/11/2019,1,1
2/11/2019,1,1
2/11/2019,1,1
2/11/2019,4000000,19744
2/11/2019,4000000,19744
2/11/2019,4000000,19744
2/11/2019,4000000,19744
2/11/2019,4000000,19744
2/11/2019,4000000,19744
2/11/2019,4000000,19744
2/11/2019,1,1
2/11/2019,1,1
2/11/2019,1,1
2/12/2019,1,1
2/12/2019,1,1
2/12/2019,1000000,5000
2/12/2019,1000000,5000
2/12/2019,1000000,5000
2/13/2019,1,1
2/13/2019,1,1
2/13/2019,1,1
2/13/2019,1,1
2/13/2019,1000000,5000
2/13/2019,1000000,5000
2/13/2019,1,1
2/13/2019,1,1
2/13/2019,1,1
2/13/2019,1,1
2/13/2019,1,1
2/14/2019,1,1
2/14/2019,1,1
2/14/2019,1,1
2/14/2019,1,1
2/14/2019,1,1
2/15/2019,1,1
2/15/2019,1,1
2/15/2019,1,1
2/15/2019,1,1
2/15/2019,1,1
2/15/2019,1,1
2/15/2019,1,1
2/15/2019,1,1
2/17/2019,1000000,5000
2/17/2019,1000000,5000
2/17/2019,1000000,5000
2/17/2019,1000000,5000
2/17/2019,1000000,5000
2/17/2019,1000000,5000
2/17/2019,1000000,5000
2/17/2019,1000000,5000
2/18/2019,1,1
2/18/2019,1,1
2/18/2019,40000000,110000
