Date_Start_Date,Project_Cost,Project_Size
3/19/2018,1,1
3/19/2018,1,1
3/19/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/21/2018,1,1
3/22/2018,5000000,15500
3/22/2018,5000000,15500
3/22/2018,5000000,15500
3/22/2018,5000000,15500
3/22/2018,5000000,15500
3/22/2018,5000000,15500
3/23/2018,1000000,8500
3/23/2018,1000000,8500
3/23/2018,1000000,8500
3/23/2018,1000000,8500
3/23/2018,1000000,8500
3/23/2018,1000000,8500
3/23/2018,1,1
3/23/2018,1,1
3/23/2018,1,1
3/23/2018,1,1
3/23/2018,1,1
3/23/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/26/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/27/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/28/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
3/29/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/3/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/4/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/6/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/7/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/9/2018,1,1
4/10/2018,2000000,25000
4/10/2018,2000000,25000
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1000000,5000
4/11/2018,1000000,5000
4/11/2018,1000000,5000
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/11/2018,1,1
4/12/2018,1,1
4/12/2018,1,1
4/12/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/16/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,100000
4/17/2018,1,100000
4/17/2018,1,100000
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/17/2018,1,1
4/20/2018,1,1
4/20/2018,1,1
4/20/2018,1,1
4/20/2018,1,1
4/20/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/21/2018,1,1
4/23/2018,1,1
4/23/2018,1,1
4/23/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,500000,500000
4/24/2018,500000,500000
4/24/2018,500000,500000
4/24/2018,500000,500000
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/24/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/25/2018,1,1
4/26/2018,1,1
4/26/2018,1,1
4/26/2018,1,1
4/26/2018,1,1
4/26/2018,1,1
4/26/2018,1,1
4/26/2018,1,1
4/26/2018,1,1
4/26/2018,1,1
4/27/2018,1,1
4/27/2018,1,1
4/27/2018,1,1
4/29/2018,1,1
4/30/2018,1,1
4/30/2018,1,1
4/30/2018,1,1
4/30/2018,1,1
4/30/2018,1,1
4/30/2018,1,1
4/30/2018,1,1
4/30/2018,1,1
5/1/2018,3000000,10000
5/1/2018,3000000,10000
5/1/2018,3000000,10000
5/1/2018,3000000,10000
5/1/2018,3000000,10000
5/1/2018,3000000,10000
5/1/2018,1,1
5/1/2018,1,1
5/1/2018,1,1
5/1/2018,1,1
5/1/2018,1,1
5/1/2018,1,1
5/1/2018,1,1
5/1/2018,1,1
5/2/2018,1,1
5/2/2018,1,1
5/2/2018,1,1
5/2/2018,1,1
5/2/2018,1,1
5/2/2018,1,1
5/2/2018,1,1
5/4/2018,1,1
5/4/2018,1,1
5/4/2018,1,1
5/5/2018,600000,5000
5/5/2018,600000,5000
5/7/2018,1,1
5/7/2018,1,1
5/7/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/9/2018,1,1
5/10/2018,1,24506
5/10/2018,1,24506
5/10/2018,1,24506
5/10/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/11/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,11111111,50000
5/14/2018,11111111,50000
5/14/2018,11111111,50000
5/14/2018,1,1
5/14/2018,11111111,50000
5/14/2018,1,1
5/14/2018,1,1
5/14/2018,11111111,50000
5/14/2018,1,1
5/14/2018,1,1
5/15/2018,1,1
5/15/2018,1,1
5/15/2018,1,1
5/16/2018,1,1
5/16/2018,1,1
5/16/2018,1,1
5/18/2018,11111111,50000
5/18/2018,11111111,50000
5/18/2018,11111111,50000
5/18/2018,11111111,50000
5/18/2018,11111111,50000
5/19/2018,1,1
5/19/2018,1,1
5/19/2018,1,1
5/21/2018,1,1
5/21/2018,1,1
5/21/2018,1,1
5/21/2018,1,1
5/21/2018,1,1
5/21/2018,1,1
5/21/2018,1000000,5000
5/21/2018,1000000,5000
5/21/2018,1000000,5000
5/21/2018,1000000,5000
5/21/2018,1000000,5000
5/21/2018,1000000,5000
5/21/2018,1000000,5000
5/22/2018,1,1
5/22/2018,1,1
5/22/2018,1,1
5/22/2018,6,2
5/23/2018,11000000,90000
5/23/2018,11000000,90000
5/23/2018,11000000,90000
5/23/2018,11000000,90000
5/23/2018,1,1
5/23/2018,1,1
5/23/2018,1,1
5/23/2018,1,1
5/23/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,1
5/24/2018,1,100000
5/24/2018,1,100000
5/24/2018,1,100000
5/24/2018,1,100000
5/24/2018,1,100000
5/24/2018,1,100000
5/24/2018,1,100000
5/24/2018,1,100000
5/24/2018,1,1
5/24/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/25/2018,1,1
5/28/2018,1,1
5/28/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/29/2018,1,1
5/30/2018,1,1
5/30/2018,1,1
5/30/2018,1,1
5/30/2018,1,1
5/30/2018,1,1
5/30/2018,1,1
5/31/2018,1,1
5/31/2018,1,1
5/31/2018,1,1
5/31/2018,1,1
5/31/2018,1,1
5/31/2018,1,1
5/31/2018,1,1
6/1/2018,1,1
6/1/2018,1,1
6/1/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/4/2018,1,1
6/5/2018,1,1
6/5/2018,1,1
6/5/2018,1,1
6/5/2018,1,1
6/5/2018,1,1
6/5/2018,1,1
6/5/2018,1,1
6/5/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/6/2018,1,1
6/7/2018,1,1
6/7/2018,1,1
6/7/2018,1,1
6/7/2018,1,1
6/7/2018,1,1
6/9/2018,4500000,8232
6/9/2018,4500000,8232
6/9/2018,4500000,8232
6/11/2018,1,1
6/11/2018,1,1
6/11/2018,1,1
6/11/2018,1,1
6/11/2018,1,1
6/11/2018,1,1
6/11/2018,1,1
6/12/2018,1,1
6/12/2018,1000000,4053
6/12/2018,2500000,17000
6/12/2018,2500000,17000
6/12/2018,2500000,17000
6/13/2018,1,1
6/13/2018,1,1
6/13/2018,1,1
6/13/2018,1,1
6/13/2018,1,1
6/13/2018,1,1
6/14/2018,1,1
6/14/2018,1,1
6/14/2018,1,1
6/14/2018,1,1
6/14/2018,1,1
6/14/2018,1,1
6/14/2018,1,1
6/14/2018,1,1
6/14/2018,1,1
6/14/2018,100,100
6/14/2018,100,100
6/14/2018,100,100
6/14/2018,100,100
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1000000,5000
6/15/2018,1000000,5000
6/15/2018,1000000,5000
6/15/2018,1000000,5000
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/15/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/17/2018,1,1
6/18/2018,1,1
6/18/2018,1,1
6/18/2018,1,1
6/18/2018,1,1
6/18/2018,1,1
6/18/2018,1,1
6/18/2018,1,1
6/19/2018,1,1
6/19/2018,1,1
6/19/2018,1,1
6/19/2018,1,1
6/19/2018,1,1
6/19/2018,1,1
6/19/2018,1,1
6/19/2018,1,1
6/19/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/21/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/22/2018,1,1
6/23/2018,1,1
6/23/2018,1,1
6/23/2018,1,1
6/23/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/26/2018,1,1
6/27/2018,500000,2000
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/27/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/28/2018,1,1
6/29/2018,1,1
6/29/2018,1,1
6/29/2018,1,1
6/29/2018,1,1
6/29/2018,1,1
6/29/2018,1,1
6/29/2018,1,1
6/29/2018,1,1
6/29/2018,1,1
6/29/2018,1,10000
6/30/2018,1,1
6/30/2018,1,1
6/30/2018,1,1
6/30/2018,1,1
6/30/2018,1,1
7/1/2018,1,1
7/1/2018,1,1
7/2/2018,1,1
7/2/2018,1,1
7/3/2018,750000,1000
7/3/2018,750000,1000
7/3/2018,750000,1000
7/3/2018,750000,1000
7/4/2018,1,1
7/4/2018,1,1
7/4/2018,1,1
7/5/2018,1300000,1000000
7/5/2018,1300000,1000000
7/5/2018,1300000,1000000
7/5/2018,1300000,1000000
7/5/2018,1300000,1000000
7/5/2018,1300000,1000000
7/5/2018,1300000,1000000
7/5/2018,1300000,1000000
7/5/2018,1,1
7/5/2018,1,1
7/6/2018,1,1
7/6/2018,1,1
7/6/2018,1,1
7/6/2018,1,1
7/8/2018,1,1
7/8/2018,1,1
7/9/2018,1,1
7/9/2018,1,1
7/9/2018,1,1
7/9/2018,1,1
7/9/2018,1,1
7/9/2018,1000000,5000
7/9/2018,1000000,5000
7/10/2018,1,1
7/10/2018,1,1
7/10/2018,1,1
7/10/2018,1,1
7/10/2018,1,1
7/10/2018,1,1
7/10/2018,1,1
7/10/2018,1,1
7/10/2018,1,1
7/10/2018,1,1
7/11/2018,3000000,10000
7/11/2018,3000000,10000
7/11/2018,1,1
7/11/2018,1,1
7/11/2018,1,1
7/12/2018,1,1
7/12/2018,1,1
7/13/2018,1,1
7/13/2018,1,1
7/13/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1,1
7/16/2018,1000000,5000
7/16/2018,1000000,5000
7/16/2018,1000000,5000
7/16/2018,1000000,5000
7/16/2018,1000000,5000
7/16/2018,1000000,5000
7/16/2018,1000000,5000
7/17/2018,1,1
7/17/2018,1,1
7/17/2018,1,1
7/17/2018,1,1
7/17/2018,1,1
7/17/2018,1,1
7/17/2018,1,1
7/17/2018,1,1
7/17/2018,1,1
7/17/2018,1,1
7/18/2018,18000000,76000
7/18/2018,1,1
7/18/2018,1,1
7/18/2018,1,1
7/18/2018,1,1
7/18/2018,1,1
7/19/2018,27000,90000
7/19/2018,27000,90000
7/19/2018,27000,90000
7/19/2018,1,1
7/19/2018,1,1
7/19/2018,1,1
7/23/2018,1000000,3400
7/23/2018,1000000,3400
7/23/2018,1000000,3400
7/23/2018,1000000,3400
7/23/2018,1000000,3400
7/23/2018,1000000,3400
7/23/2018,1,1
7/23/2018,1,1
7/23/2018,1,1
7/23/2018,1,1
7/23/2018,1,1
7/23/2018,1,1
7/23/2018,1,1
7/23/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/24/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/25/2018,1,1
7/26/2018,1,1
7/26/2018,1,1
7/26/2018,1000000,5000
7/27/2018,1,1
7/27/2018,1,1
7/27/2018,1,1
7/27/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/30/2018,1,1
7/31/2018,1,1
7/31/2018,1,1
7/31/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/1/2018,1,1
8/2/2018,1,1
8/2/2018,1,1
8/2/2018,1,1
8/2/2018,1,1
8/2/2018,1,1
8/3/2018,1,1
8/3/2018,1,1
8/3/2018,1,1
8/3/2018,1,1
8/3/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/6/2018,1,1
8/7/2018,250000000,700000
8/7/2018,250000000,700000
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/8/2018,1,1
8/9/2018,1,1
8/9/2018,1,1
8/9/2018,1,1
8/9/2018,1,1
8/9/2018,7400000,38000
8/9/2018,7400000,38000
8/9/2018,7400000,38000
8/9/2018,7400000,38000
8/9/2018,7400000,38000
8/9/2018,1000000,5000
8/9/2018,1000000,5000
8/9/2018,1000000,5000
8/9/2018,1000000,5000
8/9/2018,1000000,5000
8/9/2018,1000000,5000
8/9/2018,1,1
8/9/2018,1,1
8/9/2018,1,1
8/10/2018,1000000,5000
8/10/2018,1000000,5000
8/10/2018,1000000,5000
8/11/2018,1,1
8/11/2018,1,1
8/11/2018,1,1
8/11/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/13/2018,1,1
8/14/2018,1,1
8/14/2018,1,1
8/14/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,90000
8/15/2018,1,90000
8/15/2018,1000000,236188
8/15/2018,1000000,236188
8/15/2018,1000000,236188
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/15/2018,1,1
8/16/2018,1,1
8/16/2018,1,1
8/16/2018,1,1
8/16/2018,1,1
8/16/2018,650000,5000
8/16/2018,1,1
8/16/2018,1,1
8/16/2018,1,1
8/16/2018,1,1
8/16/2018,1,1
8/16/2018,1,1
8/17/2018,1,1
8/17/2018,1,1
8/17/2018,1,1
8/17/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1000000,5000
8/20/2018,2000000,22500
8/20/2018,2000000,22500
8/20/2018,2000000,22500
8/20/2018,2000000,22500
8/20/2018,2000000,22500
8/20/2018,2000000,22500
8/20/2018,2000000,22500
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/20/2018,1,1
8/21/2018,1,1
8/21/2018,1,1
8/21/2018,1,1
8/21/2018,1,1
8/21/2018,1,1
8/22/2018,600000,1625
8/22/2018,600000,1625
8/22/2018,600000,1625
8/22/2018,600000,1625
8/22/2018,1,1
8/22/2018,1,1
8/22/2018,1,1
8/22/2018,1,1
8/22/2018,1,1
8/22/2018,1,1
8/22/2018,1,1
8/22/2018,1,1
8/22/2018,1,1
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,100000000,500000
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/23/2018,1,1
8/26/2018,1,1
8/26/2018,1,1
8/26/2018,1,1
8/26/2018,1,1
8/26/2018,1,1
8/26/2018,1,1
8/26/2018,1,1
8/27/2018,1,1
8/27/2018,1,1
8/27/2018,1,1
8/27/2018,1,1
8/27/2018,1,1
8/27/2018,1,1
8/27/2018,1,1
8/27/2018,1,1
8/27/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,100000000,500000
8/28/2018,100000000,500000
8/28/2018,100000000,500000
8/28/2018,100000000,500000
8/28/2018,100000000,500000
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/28/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/30/2018,1,1
8/31/2018,1,1
8/31/2018,1,1
