Date_Last_Change,Project_Cost,Project_Size
2018-01-11 18:09:37,0,22000
2018-01-11 18:09:37,0,22000
2018-01-11 18:09:37,0,22000
2018-01-11 18:09:37,0,22000
2018-01-11 18:09:37,0,22000
2018-01-11 18:09:37,0,22000
2018-01-11 18:09:37,0,22000
2019-02-04 17:07:20,1,1
2019-02-04 17:07:20,1,1
2019-02-04 17:07:20,1,1
2019-02-04 17:07:20,1,1
2019-02-04 17:07:20,1,1
2019-02-04 17:07:20,1,1
2018-02-06 09:15:50,0,0
2018-02-06 09:15:50,0,0
2018-02-06 09:15:50,0,0
2018-02-06 09:15:50,0,0
2018-02-06 09:15:50,0,0
2018-02-06 09:15:50,0,0
2018-02-06 09:15:50,0,0
2018-02-06 09:15:50,0,0
2018-01-12 12:08:58,0,0
2018-01-12 12:08:58,0,0
2018-01-12 12:08:58,0,0
2018-01-11 21:15:41,0,0
2018-01-11 21:15:41,0,0
2018-01-11 21:15:41,0,0
2018-01-11 21:15:41,0,0
2018-01-29 15:31:50,0,0
2018-01-29 15:31:50,0,0
2018-01-29 15:31:50,0,0
2018-01-17 13:12:09,0,0
2018-01-17 13:12:09,0,0
2018-01-24 13:20:19,1,0
2018-01-24 13:20:19,1,0
2018-01-24 13:20:19,1,0
2018-01-24 13:20:19,1,0
2018-08-08 17:39:45,1,1
2018-08-08 17:39:45,1,1
2018-08-08 17:39:45,1,1
2018-01-13 21:52:12,0,0
2018-01-13 21:52:12,0,0
2018-01-13 21:52:12,0,0
2018-01-13 21:52:12,0,0
2018-01-13 21:52:12,0,0
2018-08-09 15:36:14,1,1
2018-08-09 15:36:14,1,1
2018-08-09 15:36:14,1,1
2018-08-09 15:36:14,1,1
2018-08-09 15:36:14,1,1
2018-08-09 15:36:14,1,1
2018-08-09 15:36:14,1,1
2018-08-09 15:36:14,1,1
2018-08-09 15:36:14,1,1
2019-05-09 12:00:26,1,1
2019-05-09 12:00:26,1,1
2019-05-09 12:00:26,1,1
2019-05-09 12:00:26,1,1
2019-05-09 12:00:26,1,1
2019-05-09 12:00:26,1,1
2019-05-09 12:00:26,1,1
2019-05-09 12:00:26,1,1
2019-05-09 12:00:26,1,1
2018-01-17 14:10:20,0,0
2018-11-01 11:25:01,1,1
2018-11-01 11:25:01,1,1
2018-11-01 11:25:01,1,1
2018-11-01 11:25:01,1,1
2018-11-01 11:25:01,1,1
2018-01-19 14:18:32,0,0
2018-01-19 14:18:32,0,0
2020-01-17 18:26:10,1000000,5000
2020-01-17 18:26:10,1000000,5000
2020-01-17 18:26:10,1000000,5000
2020-01-17 18:26:10,1000000,5000
2018-01-17 18:02:49,0,0
2018-01-17 18:02:49,0,0
2018-02-12 10:18:27,0,0
2018-02-12 10:18:27,0,0
2018-02-12 10:18:27,0,0
2018-02-12 10:18:27,0,0
2018-02-12 10:18:27,0,0
2018-02-12 10:18:27,0,0
2018-02-12 10:18:27,0,0
2018-01-17 12:57:16,0,0
2018-01-17 12:57:16,0,0
2018-01-17 12:57:16,0,0
2018-01-17 12:57:16,0,0
2018-01-17 12:57:16,0,0
2018-01-17 12:57:16,0,0
2018-01-17 12:57:16,0,0
2018-01-17 12:57:16,0,0
2018-02-14 10:58:41,1,1
2018-02-14 10:58:41,1,1
2018-01-17 15:24:43,0,0
2018-01-17 15:24:43,0,0
2018-01-17 15:24:43,0,0
2018-01-17 15:24:43,0,0
2018-01-23 14:10:47,0,0
2018-01-17 18:00:23,0,0
2018-01-17 18:00:23,0,0
2018-01-17 18:00:23,0,0
2018-01-17 18:00:23,0,0
2018-08-15 12:06:07,1,1
2018-08-15 12:06:07,1,1
2018-08-15 12:06:07,1,1
2018-03-07 16:19:23,1,0
2018-03-07 16:19:23,1,0
2018-03-07 16:19:23,1,0
2018-03-07 16:19:23,1,0
2018-03-07 16:19:23,1,0
2018-05-21 20:11:20,1,1
2018-05-21 20:11:20,1,1
2018-05-21 20:11:20,1,1
2018-05-21 20:11:20,1,1
2018-02-14 10:11:02,0,0
2018-02-14 10:11:02,0,0
2018-02-14 10:11:02,0,0
2018-02-14 10:11:02,0,0
2018-02-14 10:11:02,0,0
2018-01-19 12:15:15,0,0
2018-11-02 09:03:28,1,1
2018-11-02 09:03:28,1,1
2018-11-02 09:03:28,1,1
2018-11-02 09:03:28,1,1
2018-01-25 14:06:59,1,0
2018-01-25 14:06:59,1,0
2018-01-25 14:06:59,1,0
2018-01-22 16:12:08,0,0
2018-01-22 16:12:08,0,0
2018-01-22 15:56:27,0,0
2018-01-22 15:56:27,0,0
2018-02-14 10:38:52,0,0
2018-02-14 10:38:52,0,0
2018-02-14 10:38:52,0,0
2018-01-24 13:38:06,0,0
2019-05-08 15:23:10,1,1
2019-05-08 15:23:10,1,1
2019-05-08 15:23:10,1,1
2019-05-08 15:23:10,1,1
2018-04-05 17:28:32,1,1
2018-04-05 17:28:32,1,1
2018-04-05 17:28:32,1,1
2018-04-05 17:28:32,1,1
2018-04-05 17:28:32,1,1
2018-04-05 17:28:32,1,1
2018-02-20 13:45:47,0,0
2018-02-20 13:45:47,0,0
2018-02-20 13:45:47,0,0
2018-02-20 13:45:47,0,0
2018-01-25 11:54:00,0,0
2018-01-25 11:54:00,0,0
2018-01-25 11:54:00,0,0
2018-06-18 16:24:40,1,1
2018-06-18 16:24:40,1,1
2018-06-18 16:24:40,1,1
2018-06-18 16:24:40,1,1
2018-01-30 20:09:36,0,0
2018-01-30 20:09:36,0,0
2018-02-13 18:41:40,0,0
2018-02-13 18:41:40,0,0
2018-02-21 11:29:32,0,0
2018-01-29 11:43:58,0,0
2018-01-29 11:43:58,0,0
2018-01-29 11:43:58,0,0
2018-01-30 02:31:39,0,0
2018-01-30 02:31:39,0,0
2018-01-30 02:31:39,0,0
2018-01-30 17:47:08,0,0
2018-01-30 17:47:08,0,0
2018-01-30 17:47:08,0,0
2018-01-30 17:47:08,0,0
2018-01-30 17:47:08,0,0
2018-02-21 15:05:06,0,0
2018-02-21 15:05:06,0,0
2018-02-27 18:52:50,1,0
2018-02-27 18:52:50,1,0
2018-10-31 23:32:40,1,1
2018-10-31 23:32:40,1,1
2018-10-31 23:32:40,1,1
2018-10-31 23:32:40,1,1
2018-10-31 23:32:40,1,1
2018-10-31 23:32:40,1,1
2018-02-19 13:58:44,0,0
2018-02-14 10:01:51,0,0
2018-02-14 10:01:51,0,0
2018-02-14 10:01:51,0,0
2018-02-14 10:01:51,0,0
2018-02-14 10:01:51,0,0
2018-02-14 10:01:51,0,0
2018-02-01 11:00:05,0,0
2018-02-01 11:00:05,0,0
2018-02-01 11:00:05,0,0
2018-02-01 11:00:05,0,0
2018-02-01 11:00:05,0,0
2018-05-18 14:20:43,1,1
2018-05-18 14:20:43,1,1
2018-05-18 14:20:43,1,1
2018-05-18 14:20:43,1,1
2018-05-18 14:20:43,1,1
2019-05-13 07:32:12,1,1
2019-05-13 07:32:12,1,1
2020-01-17 18:26:21,1000000,5000
2020-01-17 18:26:21,1000000,5000
2020-01-17 18:26:21,1000000,5000
2020-01-17 18:26:21,1000000,5000
2019-04-17 08:48:42,1,1
2019-04-17 08:48:42,1,1
2019-04-17 08:48:42,1,1
2019-04-17 08:48:42,1,1
2019-04-17 08:48:42,1,1
2019-04-17 08:48:42,1,1
2018-02-02 08:49:40,0,0
2018-02-02 08:49:40,0,0
2018-02-02 08:49:40,0,0
2018-02-02 08:49:40,0,0
2018-02-02 08:49:40,0,0
2018-05-08 09:35:09,1,1
2018-05-08 09:35:09,1,1
2018-05-08 09:35:09,1,1
2018-05-08 09:35:09,1,1
2018-05-08 09:35:09,1,1
2018-05-08 09:35:09,1,1
2018-05-08 09:35:09,1,1
2018-05-08 09:35:09,1,1
2018-04-26 15:34:23,1,0
2018-04-26 15:34:23,1,0
2018-04-26 15:34:23,1,0
2018-04-26 15:34:23,1,0
2018-02-13 22:03:26,0,0
2018-02-13 22:03:26,0,0
2018-02-13 22:03:26,0,0
2018-02-13 22:03:26,0,0
2018-02-13 22:03:26,0,0
2018-02-13 22:03:26,0,0
2018-02-13 22:03:26,0,0
2018-02-13 22:03:26,0,0
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2020-05-14 15:47:17,1,1
2018-02-05 14:05:02,0,0
2018-02-05 14:05:02,0,0
2018-02-05 14:05:02,0,0
2018-02-05 14:05:02,0,0
2018-02-05 14:05:02,0,0
2018-02-05 14:05:02,0,0
2018-02-05 14:05:02,0,0
2018-02-05 14:05:02,0,0
2018-02-05 11:19:57,0,0
2018-02-05 11:19:57,0,0
2018-02-05 11:19:57,0,0
2018-02-05 11:19:57,0,0
2018-02-05 11:19:57,0,0
2018-02-06 18:07:35,0,0
2018-02-06 18:07:35,0,0
2018-02-05 16:43:53,0,0
2018-02-05 16:43:53,0,0
2018-02-05 16:43:53,0,0
2018-02-05 16:43:53,0,0
2018-02-05 16:43:53,0,0
2018-02-05 16:43:53,0,0
2018-02-05 16:43:53,0,0
2018-02-06 18:07:35,0,0
2018-02-06 18:07:35,0,0
2018-02-06 18:07:35,0,0
2018-02-06 18:07:35,0,0
2018-02-06 18:07:35,0,0
2018-02-05 21:55:23,0,0
2018-02-05 21:55:23,0,0
2018-11-19 11:39:00,1,1
2018-11-19 11:39:00,1,1
2018-11-19 11:39:00,1,1
2018-11-19 11:39:00,1,1
2018-11-19 11:39:00,1,1
2018-11-19 11:39:00,1,1
2018-11-19 11:39:00,1,1
2019-04-17 09:12:46,1,1
2019-04-17 09:12:46,1,1
2019-04-17 09:12:46,1,1
2019-04-17 09:12:46,1,1
2019-04-17 09:12:46,1,1
2019-03-28 08:47:31,1,1
2019-03-28 08:47:31,1,1
2018-11-06 17:12:01,1,1
2018-11-06 17:12:01,1,1
2018-02-06 17:43:14,0,0
2018-02-06 17:43:14,0,0
2018-02-06 17:43:14,0,0
2018-02-06 17:43:14,0,0
2018-02-06 17:43:14,0,0
2018-02-06 17:43:14,0,0
2018-02-06 17:43:14,0,0
2018-02-06 17:43:14,0,0
2018-02-08 13:11:47,0,0
2018-02-08 13:11:47,0,0
2018-02-08 13:11:47,0,0
2018-02-08 13:11:47,0,0
2018-10-11 16:29:32,0,5000
2018-10-11 16:29:32,0,5000
2018-02-07 14:43:14,0,0
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2019-04-22 11:37:35,1,1
2018-02-08 11:24:07,0,0
2018-02-08 11:24:07,0,0
2018-02-08 11:24:07,0,0
2018-02-08 11:24:07,0,0
2018-02-08 11:24:07,0,0
2018-02-08 11:24:07,0,0
2018-02-08 11:24:07,0,0
2018-02-08 11:24:07,0,0
2018-02-08 11:24:07,0,0
2018-02-14 13:03:18,0,0
2018-02-14 13:03:18,0,0
2018-02-14 13:03:18,0,0
2018-02-14 13:03:18,0,0
2018-02-14 13:03:18,0,0
2018-02-14 13:03:18,0,0
2018-02-14 13:03:18,0,0
2018-02-14 13:03:18,0,0
2018-02-19 10:44:19,0,0
2018-02-19 10:44:19,0,0
2018-02-19 10:44:19,0,0
2018-10-15 15:24:27,1,1
2018-10-15 15:24:27,1,1
2018-10-15 15:24:27,1,1
2018-10-15 15:24:27,1,1
2018-10-15 15:24:27,1,1
2018-10-15 15:24:27,1,1
2018-10-15 15:24:27,1,1
2018-02-08 13:18:28,0,0
2018-02-08 13:18:28,0,0
2018-02-08 13:18:28,0,0
2018-02-08 13:18:28,0,0
2018-02-08 19:27:31,0,0
2018-02-08 19:27:31,0,0
2018-02-08 19:27:31,0,0
2018-02-08 19:27:31,0,0
2018-02-08 19:27:31,0,0
2019-08-05 18:06:58,1000000,5000
2019-08-05 18:06:58,1000000,5000
2019-08-05 18:06:58,1000000,5000
2019-08-05 18:06:58,1000000,5000
2019-08-05 18:06:58,1000000,5000
2019-08-05 18:06:58,1000000,5000
2019-08-05 18:06:58,1000000,5000
2018-02-08 20:15:23,0,0
2018-02-08 20:15:23,0,0
2018-02-09 01:27:27,0,0
2018-02-09 01:27:27,0,0
2018-02-09 01:27:27,0,0
2018-02-09 01:27:27,0,0
2018-02-09 01:27:27,0,0
2018-07-13 08:51:22,1,0
2018-07-13 08:51:22,1,0
2018-07-13 08:51:22,1,0
2018-07-13 08:51:22,1,0
2018-07-13 08:51:22,1,0
2018-03-16 10:41:00,1,0
2018-03-16 10:41:00,1,0
2018-03-16 10:41:00,1,0
2018-03-16 10:41:00,1,0
2018-05-03 14:56:57,1,1
2018-05-03 14:56:57,1,1
2018-05-03 14:56:57,1,1
2020-05-14 16:16:00,1,1
2020-05-14 16:16:00,1,1
2020-05-14 16:16:00,1,1
2020-05-14 16:16:00,1,1
2020-05-14 16:16:00,1,1
2020-05-14 16:16:00,1,1
2020-05-14 16:16:00,1,1
2018-05-29 20:29:26,0,0
2018-02-12 09:53:43,0,0
2018-02-12 09:53:43,0,0
2018-02-12 09:53:43,0,0
2018-02-12 09:53:43,0,0
2018-02-12 09:53:43,0,0
2018-02-12 09:53:43,0,0
2018-02-12 09:53:43,0,0
2018-02-12 09:53:43,0,0
2018-02-12 09:53:43,0,0
2018-02-14 21:56:58,0,0
2018-02-14 21:56:58,0,0
2018-02-14 21:56:58,0,0
2018-02-14 21:56:58,0,0
2018-02-14 21:56:58,0,0
2018-02-14 21:56:58,0,0
2018-02-14 21:56:58,0,0
2018-02-14 21:56:58,0,0
2018-02-14 21:47:53,0,0
2018-02-14 21:47:53,0,0
2018-02-14 21:47:53,0,0
2018-02-14 21:47:53,0,0
2018-02-14 21:47:53,0,0
2019-03-07 08:15:49,1,1
2019-03-07 08:15:49,1,1
2019-03-07 08:15:49,1,1
2019-03-07 08:15:49,1,1
2019-03-07 08:15:49,1,1
2019-03-07 08:15:49,1,1
2018-06-25 12:07:12,1,1
2018-06-25 12:07:12,1,1
2018-06-25 12:07:12,1,1
2018-06-25 12:07:12,1,1
2018-08-23 20:46:59,1,1
2018-08-23 20:46:59,1,1
2018-08-23 20:46:59,1,1
2018-08-23 20:46:59,1,1
2018-06-09 08:26:38,1,1
2018-06-09 08:26:38,1,1
2018-06-09 08:26:38,1,1
2018-06-09 08:26:38,1,1
2018-06-09 08:26:38,1,1
2018-06-09 08:26:38,1,1
2018-06-09 08:26:38,1,1
2018-03-01 12:57:16,1,0
2018-06-10 09:14:01,1,1
2018-02-15 14:05:07,0,0
2018-02-15 14:05:07,0,0
2018-02-15 14:05:07,0,0
2018-02-15 14:05:07,0,0
2018-02-15 14:05:07,0,0
2018-02-16 15:12:56,0,0
2018-02-16 15:12:56,0,0
2018-02-16 15:12:56,0,0
2018-02-16 15:12:56,0,0
2018-02-16 15:12:56,0,0
2018-02-16 15:12:56,0,0
2018-02-16 15:12:56,0,0
2018-02-16 15:12:56,0,0
2018-02-16 15:12:56,0,0
2018-02-16 14:28:58,0,0
2018-02-16 13:08:46,0,0
2018-02-16 13:08:46,0,0
2018-02-16 13:08:46,0,0
2018-11-05 16:21:56,2000000,8500
2018-11-05 16:21:56,2000000,8500
2018-11-05 16:21:56,2000000,8500
2018-11-05 16:21:56,2000000,8500
2018-11-05 16:21:56,2000000,8500
2018-11-05 16:21:56,2000000,8500
2018-11-05 16:21:56,2000000,8500
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2018-10-16 15:47:53,1,1
2019-01-24 09:46:29,1,1
2019-01-24 09:46:29,1,1
2019-01-24 09:46:29,1,1
2019-01-24 09:46:29,1,1
2019-01-22 15:43:09,1,1
2019-01-22 15:43:09,1,1
2019-01-22 15:43:09,1,1
2018-10-30 22:17:14,1,1
2018-10-30 22:17:14,1,1
2018-10-30 22:17:14,1,1
2018-02-20 22:01:18,0,0
2018-02-20 22:01:18,0,0
2018-02-20 22:01:18,0,0
2018-02-20 22:01:18,0,0
2018-02-20 22:01:18,0,0
2018-02-20 22:01:18,0,0
2018-02-20 22:01:18,0,0
2018-02-21 00:13:09,0,0
2018-02-21 00:13:09,0,0
2018-02-21 00:13:09,0,0
2018-02-21 00:13:09,0,0
2018-02-21 14:28:29,1,1
2018-02-21 14:28:29,1,1
2018-02-21 14:28:29,1,1
2018-02-21 14:28:29,1,1
2018-02-21 14:28:29,1,1
2018-02-21 14:28:29,1,1
2018-03-14 19:19:01,1,1
2018-03-14 19:19:01,1,1
2018-03-14 19:19:01,1,1
2018-03-14 19:19:01,1,1
2018-03-14 19:19:01,1,1
2018-03-14 19:19:01,1,1
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2018-02-21 16:04:08,0,0
2019-10-28 13:54:29,0,0
2018-04-13 15:24:31,0,0
2018-02-22 17:52:35,0,0
2018-02-22 17:52:35,0,0
2018-03-12 09:20:46,1,1
2018-03-12 09:20:46,1,1
2018-03-12 09:20:46,1,1
2018-03-12 09:20:46,1,1
2018-03-12 09:20:46,1,1
2018-03-12 09:20:46,1,1
2020-04-07 20:25:44,1,1
2020-04-07 20:25:44,1,1
2020-04-07 20:25:44,1,1
2018-07-27 00:25:16,1,1
2018-07-27 00:25:16,1,1
2018-07-27 00:25:16,1,1
2018-07-27 00:25:16,1,1
2018-07-27 00:25:16,1,1
2018-07-27 00:25:16,1,1
2019-01-17 14:30:30,1,1
2019-01-17 14:30:30,1,1
2019-01-17 14:30:30,1,1
2018-09-27 10:00:14,1,1
2018-09-27 10:00:14,1,1
2018-09-27 10:00:14,1,1
2018-09-27 10:00:14,1,1
2018-09-27 10:00:14,1,1
2018-12-03 12:05:01,1,1
2018-12-03 12:05:01,1,1
2018-12-03 12:05:01,1,1
2018-02-26 13:51:08,1,0
2018-02-26 13:51:08,1,0
2018-02-26 13:51:08,1,0
2020-01-13 21:09:38,1000000,5000
2020-01-13 21:09:38,1000000,5000
2020-01-13 21:09:38,1000000,5000
2020-01-13 21:09:38,1000000,5000
2020-01-13 21:09:38,1000000,5000
2020-01-13 21:09:38,1000000,5000
2020-01-13 21:09:38,1000000,5000
2020-01-13 21:09:38,1000000,5000
2018-03-16 11:45:28,1,1
2018-02-26 19:16:46,0,0
2018-02-26 19:16:46,0,0
2018-02-26 19:16:46,0,0
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-05-02 08:52:16,1,1
2019-06-17 16:15:29,1000000,5000
2019-06-17 16:15:29,1000000,5000
2019-06-17 16:15:29,1000000,5000
2019-06-17 16:15:29,1000000,5000
2019-08-14 07:28:46,1,1
2019-08-14 07:28:46,1,1
2019-08-14 07:28:46,1,1
2018-06-04 10:45:44,1,1
2018-06-04 10:45:44,1,1
2018-02-27 16:06:38,0,0
2018-02-27 16:06:38,0,0
2018-04-24 14:29:03,1,1
2018-04-24 14:29:03,1,1
2018-04-24 14:29:03,1,1
2018-02-28 12:54:11,1,0
2018-02-28 12:54:11,1,0
2018-02-28 12:54:11,1,0
2018-03-08 11:34:57,1,0
2018-03-30 13:39:08,1,1
2018-03-30 13:39:08,1,1
2018-03-30 13:39:08,1,1
2018-03-30 13:39:08,1,1
2018-03-30 13:39:08,1,1
2018-09-28 19:08:19,1,40000
2018-09-28 19:08:19,1,40000
2018-09-28 19:08:19,1,40000
2018-09-28 19:08:19,1,40000
2018-09-28 19:08:19,1,40000
2018-09-28 19:08:19,1,40000
2018-09-28 19:08:19,1,40000
2018-03-02 17:29:52,0,0
2019-07-01 15:05:27,1,1
2019-07-01 15:05:27,1,1
2019-07-01 15:05:27,1,1
2019-07-01 15:05:27,1,1
2018-04-17 09:34:44,1,1
2018-04-17 09:34:44,1,1
2018-04-17 09:34:44,1,1
2018-04-17 09:34:44,1,1
2018-04-17 09:34:44,1,1
2018-04-17 09:34:44,1,1
2018-04-17 09:34:44,1,1
2018-04-17 09:34:44,1,1
2018-04-17 09:34:44,1,1
2019-12-05 17:03:20,0,0
2019-12-05 17:03:20,0,0
2019-12-05 17:03:20,0,0
2018-05-04 07:51:04,1,1
2018-05-04 07:51:04,1,1
2018-05-04 07:51:04,1,1
2018-03-02 19:57:08,1,1
2018-03-02 19:57:08,1,1
2018-03-02 19:57:08,1,1
2018-03-05 11:26:37,1,1
2018-04-11 14:16:00,1,1
2018-04-11 14:16:00,1,1
2018-04-11 14:16:00,1,1
2018-04-11 14:16:00,1,1
2018-04-11 14:16:00,1,1
2018-03-05 14:37:06,1,1
2018-03-05 14:37:06,1,1
2018-03-05 14:37:06,1,1
2018-03-05 14:37:06,1,1
2018-03-05 14:37:06,1,1
2018-03-05 14:37:06,1,1
2018-03-05 14:37:06,1,1
2018-03-05 14:37:06,1,1
2018-03-23 13:48:31,1,1
2018-03-23 13:48:31,1,1
2018-03-23 13:48:31,1,1
2018-03-23 13:48:31,1,1
2018-03-23 13:48:31,1,1
2018-03-06 15:42:49,1,1
2018-03-23 14:02:34,1,1
2018-03-23 14:02:34,1,1
2018-03-06 13:35:59,1,1
2018-04-19 17:36:26,0,0
2018-04-19 17:36:26,0,0
2018-03-16 09:48:29,1,1
2018-03-29 14:12:34,1,1
2018-03-29 14:12:34,1,1
2018-10-09 15:38:53,7500000,4000
2018-07-26 15:05:58,2200000,18000
2018-07-26 15:05:58,2200000,18000
2019-04-03 15:06:02,1,1
2019-04-03 15:06:02,1,1
2019-04-03 15:06:02,1,1
2018-03-19 15:36:46,1,0
2018-03-19 15:36:46,1,0
2018-03-08 11:28:12,0,0
2018-03-08 11:28:12,0,0
2018-03-08 11:28:12,0,0
2018-03-08 11:28:12,0,0
2018-03-08 11:28:12,0,0
2019-11-11 09:25:37,1,1
2019-11-11 09:25:37,1,1
2019-11-11 09:25:37,1,1
2019-11-11 09:25:37,1,1
2019-11-11 09:25:37,1,1
2019-11-11 09:25:37,1,1
2019-11-11 09:25:37,1,1
2019-11-11 09:25:37,1,1
2018-03-16 14:23:19,1,1
2018-03-16 14:23:19,1,1
2018-03-16 14:23:19,1,1
2018-03-08 12:32:23,0,0
2018-03-08 12:32:23,0,0
2018-03-08 12:32:23,0,0
2018-03-08 12:32:23,0,0
2018-03-08 12:32:23,0,0
2019-09-10 09:50:35,1,1
2019-09-10 09:50:35,1,1
2019-09-10 09:50:35,1,1
2019-09-10 09:50:35,1,1
2019-09-10 09:50:35,1,1
2019-09-10 09:50:35,1,1
2019-09-10 09:50:35,1,1
2019-05-03 10:52:39,1,1
2019-05-03 10:52:39,1,1
2019-05-03 10:52:39,1,1
2019-05-03 10:52:39,1,1
2019-05-03 10:52:39,1,1
2019-05-03 10:52:39,1,1
2019-05-03 10:52:39,1,1
2018-04-13 10:58:19,1,0
2018-04-13 10:58:19,1,0
2018-10-17 14:43:32,0,0
2018-10-17 14:43:32,0,0
2018-05-23 14:41:19,1,1
2018-05-23 14:41:19,1,1
2018-06-07 15:22:39,1,1
2018-06-07 15:22:39,1,1
2018-06-07 15:22:39,1,1
2018-06-07 15:22:39,1,1
2018-06-07 15:22:39,1,1
2018-06-07 15:22:39,1,1
2018-03-16 01:00:13,90,80
2018-03-15 12:37:07,1,0
2018-03-15 12:37:07,1,0
2018-03-15 12:37:07,1,0
2018-03-15 12:37:07,1,0
2018-03-15 12:37:07,1,0
2018-03-15 12:37:07,1,0
2018-03-15 12:37:07,1,0
2018-03-17 20:40:12,2000000,25000
2018-03-17 20:40:12,2000000,25000
2018-07-24 12:43:48,1,1
2018-07-24 12:43:48,1,1
2018-07-24 12:43:48,1,1
2018-07-24 12:43:48,1,1
2018-07-24 12:43:48,1,1
2018-07-24 12:43:48,1,1
2018-07-24 12:43:48,1,1
2018-10-26 20:21:48,0,0
2020-03-03 13:15:33,1,1
2018-10-26 20:21:48,0,0
2020-03-03 13:15:33,1,1
2020-03-03 13:15:33,1,1
2020-03-03 13:15:33,1,1
2018-10-26 20:21:48,0,0
2020-03-03 13:15:33,1,1
2018-10-26 20:21:48,0,0
2018-10-26 20:21:48,0,0
2020-03-03 13:15:33,1,1
2018-10-26 20:21:48,0,0
2018-12-07 11:39:18,1,1
2018-12-07 11:39:18,1,1
2018-12-07 11:39:18,1,1
2018-03-20 15:29:23,1,1
2018-06-04 15:16:45,1,1
2018-06-04 15:16:45,1,1
2018-06-04 15:16:45,1,1
2018-04-05 08:10:41,1,1
2018-04-05 08:10:41,1,1
2018-03-22 08:42:18,1,1
2018-03-22 08:42:18,1,1
2018-03-22 08:42:18,1,1
2018-03-22 08:42:18,1,1
2018-03-22 08:42:18,1,1
2018-03-22 08:42:18,1,1
2018-08-05 14:27:18,1,1
2018-08-05 14:27:18,1,1
2018-08-05 14:27:18,1,1
2018-08-05 14:27:18,1,1
2018-08-05 14:27:18,1,1
2018-08-05 14:27:18,1,1
2018-08-05 14:27:18,1,1
2018-08-05 14:44:40,1,1
2018-08-05 14:44:40,1,1
2018-06-14 13:10:38,1,0
2018-06-14 13:10:38,1,0
2018-06-14 13:10:38,1,0
2018-04-17 14:02:09,1,0
2018-04-17 14:02:09,1,0
2018-04-17 14:02:09,1,0
2018-05-23 15:41:55,5000000,15500
2018-05-23 15:41:55,5000000,15500
2018-05-23 15:41:55,5000000,15500
2018-05-23 15:41:55,5000000,15500
2018-05-23 15:41:55,5000000,15500
2018-05-23 15:41:55,5000000,15500
2018-09-11 20:52:14,1000000,8500
2018-09-11 20:52:14,1000000,8500
2018-09-11 20:52:14,1000000,8500
2018-09-11 20:52:14,1000000,8500
2018-09-11 20:52:14,1000000,8500
2018-09-11 20:52:14,1000000,8500
2020-03-03 17:26:37,1,1
2020-03-03 17:26:37,1,1
2020-03-03 17:26:37,1,1
2020-03-03 17:26:37,1,1
2020-03-03 17:26:37,1,1
2020-03-03 17:26:37,1,1
2018-12-05 10:38:42,1,1
2018-12-05 10:38:42,1,1
2018-12-05 10:38:42,1,1
2018-12-05 10:38:42,1,1
2018-09-26 09:45:07,1,1
2018-09-26 09:45:07,1,1
2018-09-26 09:45:07,1,1
2018-06-14 11:37:35,1,1
2019-04-03 13:29:43,1,1
2019-04-03 13:29:43,1,1
2019-04-03 13:29:43,1,1
2019-04-03 13:29:43,1,1
2019-04-03 13:29:43,1,1
2019-04-03 13:29:43,1,1
2019-04-03 13:29:43,1,1
2018-03-28 08:43:27,1,1
2018-03-28 08:43:27,1,1
2018-03-28 08:43:27,1,1
2018-04-10 13:18:22,1,1
2018-04-10 13:18:22,1,1
2018-04-10 13:18:22,1,1
2018-04-10 13:18:22,1,1
